NDID,Product_Name,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND01770,"Potatoes, boiled, cooked in skin, flesh, without salt",1.87,0.1,20.13,Vegetables,White_Brown_Black,Potato,"78g=.5 cup / 136g=1 potato,  (2-0.5"" dia, sphere)",PB,454,1.29
ND01667,Green Giant Baby Lima Beans (no sauce) (frozen box),6.756756757,0,20.27027027,Vegetables,Green,Lima_Beans,"0.5 cup prepared, 74g frozen",PB,255,1.99
ND00764,Mott's Mango Peach Applesauce (individual cups),0,0,20.3539823,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND00765,Mott's Strawberry Applesauce (individual cups),0,0,20.3539823,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01849,Gerber Third Foods Baby Food-Banana Apple Mango with Lil'Bits (plastic),0.704225352,0,20.42253521,Baby_Foods,Baby_Fruits,Stage_3,1 pack,PB,284,1.67
ND01847,Gerber Third Foods Baby Food-Banana Apple Strawberry with Lil'Bits (plastic),0.704225352,0,20.42253521,Baby_Foods,Baby_Fruits,Stage_3,1 pack,PB,284,1.67
ND01399,Great Value Tomato Paste- All Natural,6.060606061,0,20.45454545,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,2 Tbsp,SW,340,0.92
ND01417,AFC Tofu Miso Soup,9.090909091,4.545454545,20.45454545,Sauces_Soups_Condiments_Dressing,Soups,Null,1 container,PB,22,2.19
ND01121,Jack Link's Original Beef Jerky,42.85714286,3.571428571,20.53571429,Meats,Luncheon_Meats,Jerky,1 oz.,PB,81,6.39
ND01708,"Sweet potato, cooked, baked in skin, without salt",2.01,0.15,20.71,Vegetables,Orange,Sweet_Potato,200g=1 cup / 180g=1 large,PB,454,1.29
ND00747,Juven Unflavored Powder,0,0,20.7253886,Formulas,Protein,Null,0.68 oz (19.3 g),I,579,80.99
ND01261,Peter Pan Whipped Creamy Peanut Butter 1/3 Less Sugar (No High Fructose Corn Syrup),25,50,20.83333333,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,369,3.39
ND01582,Jell-O Handi-Snacks Pudding Chocolate Flavor (individual cups),1.818181818,0,20.90909091,Sweets,Puddings,Null,1 snack,PB,440,2.5
ND01124,Jack Link's Origninal Turkey Jerky,46.42857143,1.785714286,20.98214286,Meats,Luncheon_Meats,Jerky,1 oz.,PB,81,6.39
ND00739,Ensure Plus Nutrition Shake-Strawberry,5.485232068,4.641350211,21.09704641,Formulas,Liquid_Nutrition,Null,1 bottle,PB,237,10.99
ND00037,Earth's Best Stage 1 Baby Food-First Bananas (jar),0,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 jar,PB,71,0.73
ND00038,Gerber First Foods All Natural Baby Food-Bananas (plastic),1.408450704,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,0.98
ND00040,Gerber First Foods Baby Food-Organic Bananas with DHA (plastic),1.408450704,0,21.12676056,Baby_Foods,Baby_Fruits,Stage_1,1 pack,SW,142,1.28
ND00532,Publix Fruit on the Bottom Blackberry Lowfat Yogurt,4.117647059,1.176470588,21.17647059,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01219,Planter's Recipe Ready Sliced Almonds ,21.21212121,48.48484848,21.21212121,Nuts_and_Seeds,Almonds,Null,.33 cup,PB,63,2.59
ND01240,Jif Crunchy Almond Butter,21.21212121,48.48484848,21.21212121,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,SW,340,6.98
ND01397,Hunt's Tomato Paste (canned),3.03030303,0,21.21212121,Sauces_Soups_Condiments_Dressing,Sauces,Tomato,2 tbsp,PB,340,1.59
ND00090,Gerber Second Foods All Natural Baby Food-Banana Mixed Berries (plastic),0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00091,Gerber Second Foods All Natural Baby Food-Banana Orange Medley  (plastic),0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00092,Gerber Second Foods All Natural Baby Food-Bananas (plastic),0.884955752,0,21.23893805,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND00763,Mott's Original Applesauce (individual cups),0,0,21.23893805,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01122,Matador Original Beef Jerky,39.28571429,5.357142857,21.42857143,Meats,Luncheon_Meats,Jerky,1 oz.,WD,85,5.99
ND01220,"Blue Diamond Almonds, Whole Natural ",21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,"1oz, about 24 nuts",PB,454,8.79
ND01221,Fisher Chef's Naturals Sliced Natural Almonds,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,1 package,SW,56,1.98
ND01222,Fisher Chef's Naturals Slivered Almonds,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,283,5.58
ND01225,Great Value Whole Natural Almonds,21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,454,12.98
ND01228,Publix Almonds (natural whole),21.42857143,50,21.42857143,Nuts_and_Seeds,Almonds,Null,About 26 pieces,PB,291,5.99
ND01268,Bob's Red Mill Finely Ground Almond Meal/Flour,21.42857143,50,21.42857143,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,0.25 cup,PB,453,12.19
ND01754,"Goya Red Kidney Beans In Sauce (Prepared with olive oil, bell pepper, and tomato) (canned)",7.692307692,0.769230769,21.53846154,Vegetables,Red,Kidney,0.5 cup,WD,425,1.49
ND01771,"Potatoes, baked, flesh, without salt",1.96,0.1,21.55,Vegetables,White_Brown_Black,Potato,"61g=.5 cup / 156g=1 potato,  (2-.33"" x 4-3/4"")",PB,454,1.29
ND01811,Joseph's Flax Oat Bran & Whole Wheat Pita Bread,16.21621622,5.405405405,21.62162162,Grains,Bread,Null,1 pita,SW,227,2.18
ND00531,Publix Fruit on the Bottom Banana Lowfat Yogurt,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00533,Publix Fruit on the Bottom Black Cherry Lowfat Yogurt,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00535,Publix Fruit on the Bottom Dutch Apple Pie Lowfat Yogurt,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00538,Publix Fruit on the Bottom Mango Apricot Lowfat Yogurt,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00540,Publix Fruit on the Bottom Peach Low Fat Yogurt,4.117647059,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00541,Publix Fruit on the Bottom Pineapple Lowfat Yogurt,3.529411765,1.176470588,21.76470588,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01238,MaraNatha All Natural No Stir Creamy Almond Butter ,18.75,50,21.875,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,PB,340,10.79
ND01239,MaraNatha All Natural No Stir Creamy Coconut Almond Butter ,18.75,53.125,21.875,Nuts_and_Seeds,Nut_Butters,Almond_Butter,2 tbsp,PB,340,10.99
ND01262,Publix Crunchy Peanut Butter,25,50,21.875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,510,N/A
ND01263,Reese's Creamy Peanut Butter,25,50,21.875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,510,N/A
ND01336,Ken's Steak House Dressing - Lite Raspberry Walnut Vinaigrette,0,18.75,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,710,4.79
ND01341,Marzetti Lite Slaw Dressing,0,21.875,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.99
ND01342,"Marzetti Slaw Dressing, All Natural",0,46.875,21.875,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.99
ND00740,Ensure Complete-Milk Chocolate,5.485232068,4.641350211,21.94092827,Formulas,Liquid_Nutrition,Null,1 bottle,PB,1638,9.99
ND01553,"Breyer's Carb Smart, Vanilla Ice Cream (with Splenda)",3.03030303,9.090909091,21.96969697,Sweets,Ice_Cream,Null,0.5 cup,SW,1410,3.94
ND01362,A1 Steak Sauce,0,0,22.05882353,Sauces_Soups_Condiments_Dressing,Sauces,Barbeque,1 tbsp,PB,425,5.49
ND00089,Beech-Nut Classics Stage 2 Baby Food-Pear & Raspberry (jar),0.884955752,0,22.12389381,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND00548,Yoplait Whips Strawberry Yogurt,4.424778761,2.212389381,22.12389381,Dairy_and_Egg,Yogurt,Flavored,1 container,SW,113,0.58
ND00766,Mott's Cinnamon Applesauce (individual cups),0,0,22.12389381,Fruits,Apples,Applesauce,1 container,WD,678,2.79
ND01573,Snack Pack Pudding - Butterscotch ,0,2.173913043,22.2826087,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND00024,Gerber Second Foods Baby Food-Vanilla Custard Pudding with Bananas (plastic),2.02020202,1.515151515,22.34848485,Baby_Foods,Baby_Dairy,Null,1 pack,SW,198,1.08
ND00539,Publix Fruit on the Bottom Mixed Berry Lowfat Yogurt,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.5
ND00543,Publix Fruit on the Bottom Strawberry Banana Lowfat Yogurt,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND00542,Publix Fruit on the Bottom Strawberry Lowfat Yogurt,4.117647059,1.176470588,22.35294118,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01258,Simply Jif Creamy Peanut Butter ,22.58064516,51.61290323,22.58064516,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2  tbsp,PB,440,2.48
ND01352,Kraft Green Goddess Salad Dressing,0,25.80645161,22.58064516,Sauces_Soups_Condiments_Dressing,Dressings,Salad_dressing,2 tbsp,PB,473,3.55
ND00545,Publix Fruit on the Bottom Raspberry Lowfat Yogurt,4.117647059,1.176470588,22.64705882,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01584,Snack Pack Pudding - Ice Cream Sandwich,1.086956522,2.717391304,22.69021739,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01585,Snack Pack Pudding - Tapioca,1.086956522,2.717391304,22.69021739,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01554,"Breyer's No Sugar Added, Butter Pecan Ice Cream (with Splenda)",3.50877193,8.771929825,22.80701754,Sweets,Ice_Cream,Null,0.5 cup,PB,1410,5.27
ND00774,"Bananas, raw ",1.09,0.33,22.84,Fruits,Bananas,Null,"225g=1 cup, mashed / 150g=1 cup, sliced",I,N/A,0.69
ND00534,Publix Fruit on the Bottom Blueberry Lowfat Yogurt,4.117647059,1.176470588,22.94117647,Dairy_and_Egg,Yogurt,Flavored,1 container,PB,170,0.4
ND01812,Joseph's Multi-Grain Flatbread,12.5,4.464285714,23.21428571,Grains,Bread,Null,1 Flatbread,PB,280,2.69
ND01719,Ore Ida Tater Tots,2.325581395,9.302325581,23.25581395,Vegetables,Processed,Potatoes_Fries_Tator_Tots,9 pieces,PB,907,3.44
ND00164,Beech-Nut Stage 1 Baby Food-Just Sweet Potatoes (jar),1.666666667,0,23.33333333,Baby_Foods,Baby_Vegetables,Stage_1,0.25 cup,WM,120,0.98
ND01217,Diamond of California Sliced Almonds,20,50,23.33333333,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,113,2.68
ND01218,Diamond of California Slivered Almonds,20,50,23.33333333,Nuts_and_Seeds,Almonds,Null,0.25 cup,SW,113,2.68
ND01786,Great Value Whole Kernel Golden Corn (frozen),3.333333333,1.111111111,23.33333333,Vegetables,Yellow,Corn,.66 cup,SW,907,1.98
ND01787,Publix Kernel Corn (frozen bag),3.333333333,1.111111111,23.33333333,Vegetables,Yellow,Corn,.66 cup ,PB,425,1.69
ND00093,"Beech-Nut Classics Stage 2 Baby Food-Apricot, Pear & Apple (jar)",0.884955752,0,23.45132743,Baby_Foods,Baby_Fruits,Stage_2,1 jar,WD,113,0.64
ND01245,JIF Natural Creamy Peanut Butter (low sodium),21.21212121,48.48484848,24.24242424,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,793,3.98
ND01814,Jif Omega-3 Creamy Peanut Butter,21.21212121,48.48484848,24.24242424,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.48
ND00940,La Banderita Low Carbohydrate Soft Taco,11.11111111,4.444444444,24.44444444,Grains,Tortillas,Null,1 tortilla,PB,360,3.59
ND01247,Great Value Creamy Peanut Butter,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,794,2.98
ND01248,Great Value Crunchy Peanut Butter,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,794,2.98
ND01249,Great Value No Stir Natural Creamy Peanut Butter,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,SW,751,2.98
ND01250,Jif Creamy Peanut Butter,21.875,50,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 tbsp,PB,1814,5.67
ND01251,Jif Extra Crunchy Peanut Butter,21.875,50,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,793,4.79
ND01256,Smart Balance Natural Rich Roast Chunky Peanut Butter,21.875,46.875,25,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,453,2.5
ND01273,Planters Dry Roasted Peanuts - Honey Roasted,25,46.42857143,25,Nuts_and_Seeds,Peanut,Null,About 39 pieces,PB,453,3.99
ND01305,French's Mustard - Spicy Brown,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,340,1.79
ND01309,Vlasic Sweet Relish,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Relish,1 Tbsp,PB,296,1.39
ND01311,Lea & Perrins Worcestershire Sauce,0,0,25,Sauces_Soups_Condiments_Dressing,Condiments,Worcestershire,1 tsp.,PB,148,2.29
ND01816,Herb-Ox Granulated Chicken Bouillon,0,0,25,Sauces_Soups_Condiments_Dressing,Soups,Null,1 packet,I,32,5.15
ND01280,Nice! Sunflower Kernels (Roasted),20,50,25.83333333,Nuts_and_Seeds,Sunflower_Seeds,Null,0.25 cup,WG,255,2.49
ND01334,Ken's Steak House Dressing - Honey Mustard ,0,36.66666667,25.83333333,Sauces_Soups_Condiments_Dressing,Dressings,Mustard,2 Tbsp,PB,473,3.53
ND00095,Gerber Second Foods Baby Food-Hawaiian Delight (plastic),2.02020202,0,26.26262626,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,198,1.07
ND01575,Snack Pack Pudding - Lemon,0,2.717391304,26.49456522,Sweets,Puddings,Null,1 pudding cup,PB,368,1
ND01234,Bob's Red Mill Shredded Coconut Unsweetened,6.666666667,66.66666667,26.66666667,Nuts_and_Seeds,Coconut,Null,3 tbsp,PB,340,4.39
ND00856,"Leavening agents, baking powder, double-acting, sodium aluminum sulfate",0,0,27.7,Grains,Baking_Powder_and_Cornstarch,Bakin_Powder,4g=1 tsp / 2.3g=.5 tsp,PB,230,1.69
ND01503,"Spices, mustard seed, ground",26.08,36.24,28.09,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 6.3g=1 tbsp,I,50,1.79
ND01279,Planters Dry Roasted Pistachios,21.42857143,46.42857143,28.57142857,Nuts_and_Seeds,Pistachio,Null,0.5 cup,PB,361,7.99
ND01289,Annie's Naturals Organic Ketchup,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,680,3.29
ND01290,Great Value Tomato Ketchup ,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp ,SW,567,1.24
ND01291,Heinz Tomato Ketchup,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,907,3.39
ND01293,Hunt's Tomato Ketchup,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 Tbsp,PB,680,1.89
ND01294,Hunt's Tomato Ketchup 100% Natural,0,0,29.41176471,Sauces_Soups_Condiments_Dressing,Condiments,Ketchup,1 tbsp.,PB,794,2.69
ND01557,"Smuckers Jam - Seedless Blackberry, with Splenda, Sugar Free ",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,3.32
ND01558,"Smuckers Jam- Concord Grape, with Splenda, Sugar Free",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01559,"Smuckers Jam- Orange Marmalade, with Splenda, Sugar Free",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01560,"Smuckers Jam-Seedless Strawberry, with Splenda, Sugar Free",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01562,"Smuckers Preserves - Peach, with Splenda, Sugar Free",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01563,"Smuckers Preserves - Red Raspberry, with Splenda, Sugar Free",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,3.32
ND01564,"Smuckers Preserves- Strawberry, with Splenda, Sugar Free ",0,0,29.41176471,Sweets,Jellies_Jams_Preserves,Null,1 Tbsp,SW,361,2.58
ND01252,Laura Scudder's All Natural Old Fashioned Nutty Peanut Butter,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.96
ND01253,Laura Scudder's All Natural Old Fashioned Smooth Peanut Butter,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,SW,454,2.96
ND01257,Smucker's Natural Creamy Peanut Butter ,21.875,50,29.6875,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,454,3.19
ND01521,Lindt Excellence 90% Cocoa Supreme Dark ,10,55,30,Sweets,Chocolate,Null,4 squares,SW,100,2.68
ND00767,Crunch Sweet Apple Snackers with Granola & Yogurt,2.222222222,1.851851852,30.64814815,Fruits,Apples,Other,1 pack,SW,135,2.25
ND01852,Land O Lakes Butter Spread-Cinnamon Sugar (Plastic Box),0,46.15384615,30.76923077,Fats_and_Oils,Butter,Flavored,1 tbsp,PB,184,2.19
ND00591,Land O' Lakes Honey Butter Spread (tub),0,46.15384615,30.76923077,Fats_and_Oils,Butter,Flavored,1 tbsp,PB,184,2.19
ND01340,Ken's Steak House Dressing - Sweet Vidalia Onion ,0,28.125,31.25,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND01788,"Plantains, raw",1.3,0.37,31.89,Vegetables,Yellow,Plaintains,1 cup sliced = 148g,PB,310,0.5
ND00965,McCormick Bac'n Pieces Bacon Flavored Bits,42.85714286,14.28571429,32.14285714,Meats,Bacon_and_Sausage,Pork_Bacon,1 tbsp,PB,124,2.09
ND01230,Planters Cashews Halves and Pieces ,17.85714286,46.42857143,32.14285714,Nuts_and_Seeds,Cashews,Null,About 50 pieces,SW,226,3.98
ND01486,"Garlic, raw",6.36,0.5,33.06,Spices_and_Herbs,Seasonings,Null,136g=1 cup / 2.8g=1 tsp,PB,454,3.29
ND01316,Alessi  Aceto Balsamico Bianco Di Modena White Balsamic Vinegar ,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,PB,375,4.49
ND01317,Alessi Aceto Balsamico 20 Year Old Balsamic Vinegar ,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,SW,250,9.82
ND01318,Alessi Aceto Balsamico Bianco Di Modena Balsalmic Vinegar ,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Balsmic_Vinegar,1 tbsp,WD,250,3.49
ND01335,Alessi White Balsamic Raspberry Blush Vinegar,0,0,33.33333333,Sauces_Soups_Condiments_Dressing,Dressings,Other,1 tbsp,WD,250,3.49
ND01419,Better than Bouillon Chicken Base,16.66666667,8.333333333,33.33333333,Sauces_Soups_Condiments_Dressing,Soups,Null,1 tsp,PB,227,4.99
ND01515,Ghirardelli Chocolate Intense Dark Midnight Reverie 86% Cacao,6.666666667,55.55555556,33.33333333,Sweets,Chocolate,Null,4 sections,PB,90,2.79
ND00079,Gerber Second Foods Baby Food-Prunes with Apples (plastic),1.769911504,0,33.62831858,Baby_Foods,Baby_Fruits,Stage_2,1 pack,PB,226,1.07
ND01402,Wyler's Instant Bouillon -Chicken Flavor Cubes ,0,0,33.78378378,Sauces_Soups_Condiments_Dressing,Soups,Null,1 cube,PB,92,3.79
ND01522,Baker's Unsweetened Baking Chocolate Bar,14.28571429,50,33.92857143,Sweets,Chocolate,Null,2 pieces,PB,113,2.5
ND01601,Hershey's Lite Chocolate Syrup,0,0,34.28571429,Sweets,Syrups_and_Toppings,Null,2 Tbsp,SW,524,2.28
ND01520,Green and Black's Organic Dark 85% Cocao Bar,10,52.5,35,Sweets,Chocolate,Null,12 pieces,PB,100,3.49
ND01403,Wyler's Instant Bouillon -Chicken Powder,0,0,35.71428571,Sauces_Soups_Condiments_Dressing,Soups,Null,1 tsp,SW,106,2.58
ND00406,Publix Parmesan Cheese- Grated,20,30,37.5,Dairy_and_Egg,Cheese,Parmesan,2 tsp,PB,227,2.99
ND01591,Coffeemate Sugar Free Hazelnut Coffee Creamer (powder),0,50,37.5,Sweets,Sweeteners,Null,1 Tbsp,PB,289.1,4.79
ND01269,Bob's Red Mill Organic 100% Whole Ground Golden Flax Seed Meal,23.07692308,26.92307692,38.46153846,Nuts_and_Seeds,Nut_Flours_and_Meal,Null,2 tbsp,PB,453,N/A
ND01556,Publix Jellied Cranberry Sauce (canned),0,0,39.28571429,Sweets,Jellies_Jams_Preserves,Null,0.25 cup,PB,397,1.39
ND01233,"Baker's Angel Flake Coconut, sweetened ",6.666666667,33.33333333,40,Nuts_and_Seeds,Coconut,Null,2 tbsp,SW,396,2.38
ND01555,Ocean Spray Jellied Cranberry Sauce (canned),0,0,40,Sweets,Jellies_Jams_Preserves,Null,0.25 cup,SW,397,1.5
ND01590,Coffeemate Sugar Free French Vanilla Coffee Creamer (powder),0,50,40,Sweets,Sweeteners,Null,1 Tbsp,PB,289.1,4.79
ND01592,Coffeemate Vanilla Caramel Sugar Free (powder),0,50,40,Sweets,Sweeteners,Null,1 Tbsp,SW,289.1,3.98
ND01815,PB2 Powdered Peanut Butter,41.66666667,12.5,41.66666667,Nuts_and_Seeds,Nut_Butters,Peanut_Butter,2 Tbsp,PB,184,4.89
ND01365,Kraft Barbecue Sauce - Original ,0,0,41.66666667,Sauces_Soups_Condiments_Dressing,Sauces,Barbeque,2 Tbsp,PB,510,1.91
ND00861,Nature's Own Bread - 100% Whole Grain Sugar Free Bread (12 grams of whole grain),12,4,44,Grains,Bread,Null,1 slice,PB,454,3.59
ND00862,Nature's Own Whitewheat Bread - Healthy White ,11.53846154,2.884615385,44.23076923,Grains,Bread,Null,2 slices,PB,567,3.29
ND01500,"Spices, cumin seed",17.81,22.27,44.24,Spices_and_Herbs,Seasonings,Null,"2g=1 tsp, whole / 6g=1 tbsp, whole",I,20,2.96
ND01523,Atkins Endulge Nutty Fudge Brownie,17.5,30,45,Sweets,Chocolate,Null,1 bar,PB,200,6.29
ND01479,Burger King Onion Rings (small),3.296703297,17.58241758,45.05494505,Vegetables,Processed,Null,1 small onion rings,I,91,N/A
ND00941,Mission Carb Balance Flour Tortillas,11.9047619,7.142857143,45.23809524,Grains,Tortillas,Null,1 tortilla,PB,340,3.59
ND01243,Smucker's Goober Peanut Butter and Grape Jelly Stripes,13.20754717,24.52830189,45.28301887,Nuts_and_Seeds,Nut_Butters,Other,3 Tbsp,PB,510,2.99
ND01244,Smucker's Goober Peanut Butter and Strawberry Jelly Stripes,13.20754717,24.52830189,45.28301887,Nuts_and_Seeds,Nut_Butters,Other,3 Tbsp,PB,510,2.99
ND00863,Pepperidge Farm Light Style Bread - 7 Grain ,12.28070175,1.754385965,45.61403509,Grains,Bread,Null,3 slices,PB,454,3.99
ND00385,"Winn Dixie Mozzarella Cheese- Low Moisture, Part Skim (shredded)",25,0,46.42857143,Dairy_and_Egg,Cheese,Mozzarella,0.25 cup,WD,227,3.59
ND00934,Cheetos Crunchy,7.142857143,35.71428571,46.42857143,Grains,Snacks,Null,1 oz (~ 21 pieces),PB,255.1,3.49
ND00935,Cheetos Puffs,7.142857143,35.71428571,46.42857143,Grains,Snacks,Null,1 oz (~ 13 pieces),PB,241,3.49
ND00864,Nature's Own Bread - 100% Whole Grain Sandwich Rounds,11.62790698,2.325581395,46.51162791,Grains,Bread,Null,1 roll/1.5 oz,PB,340,3.29
ND01502,"Spices, basil, dried",22.98,4.07,47.75,Spices_and_Herbs,Seasonings,Null,"0g=1 tsp, leaves / 2.1g=1 tbsp, leaves",I,35,3.29
ND01505,McCormick Salad Toppins - Crunchy & Flavorful,28.57142857,21.42857143,48.21428571,Spices_and_Herbs,Seasonings,Null,1 .33 tbsp,SW,106,1.98
ND01483,"Spices, nutmeg, ground",5.84,36.31,49.29,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 7g=1 tbsp,I,60,3.99
ND01494,"Spices, chili powder",13.46,14.28,49.7,Spices_and_Herbs,Seasonings,Null,2g=1 tsp / 8g=1 tbsp,I,70,2.48
ND00865,Nature's Own Bread - Honey Wheat,11.53846154,3.846153846,50,Grains,Bread,Null,1 slice,PB,567,3.15
ND01304,French's Honey Mustard ,0,0,50,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,340,2.79
ND01511,Atkins Endulge Caramel Nut Chew Bar,14.70588235,23.52941176,50,Sweets,Candy,Null,1 bar,PB,170,6.79
ND01504,"Spices, parsley, dried",26.63,5.48,50.64,Spices_and_Herbs,Seasonings,Null,0g=1 tsp / 1.6g=1 tbsp,I,21,2.19
ND01339,"Ken's Steak House Dressing - Sun-Dried Tomato Vinaigrette, Fat Free",0,0,51.47058824,Sauces_Soups_Condiments_Dressing,Dressings,Other,2 Tbsp,PB,473,3.53
ND00917,Smartfood Popcorn White Cheddar Cheese Flavored,10.71428571,35.71428571,51.78571429,Grains,Popcorn,Null,1 oz (~ 1 3/4 cup),PB,326,3.99
ND00711,Elecare Jr. Unflavored Powder,14.3,22.7,51.875,Formulas,Carbohydrate,Null,100g,I,2400,269.99
ND00712,Elecare Jr. Vanilla Powder,14.3,22.7,51.875,Formulas,Carbohydrate,Null,100g,I,400,269.99
ND01509,Atkins Endulge Peanut Butter Cups,5.882352941,38.23529412,52.94117647,Sweets,Candy,Null,2 pieces,PB,170,6.29
ND01531,Swiss Miss: Sensible Sweets Hot Cocoa-Diet,25,0,53.125,Sweets,Cocoa_Powder,Null,1 Envelope,SW,66,1.98
ND01512,Reese's Peanut Butter Chips ,20,30,53.33333333,Sweets,Candy,Null,1 Tbsp,PB,283,2.99
ND00939,Publix Jumbo Cheese Puffs,7.142857143,46.42857143,53.57142857,Grains,Snacks,Null,21 pieces,PB,283,3.19
