NDID,Product_Name,grams_Pro_per_100g,grams_Fat_per_100g,grams_Cho_per_100g,Category_1,Category_2,Category_3,Serving_Size,Store,Package_Amount,Price_per_Package
ND00102,Beech-Nut Classics Stage 1 Baby Food-Turkey and Turkey Broth (jar),8.450704225,5.633802817,0,Baby_Foods,Baby_Meats,Stage_1,1 jar,WD,71,1.19
ND00101,Beech-Nut Stage 1 Baby Food-Beef and Beef Broth (jar),11.26760563,1.408450704,0,Baby_Foods,Baby_Meats,Stage_1,1 jar,WD,71,1.19
ND00207,Fruit2O Natural - Grape,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,2838,3.79
ND00208,Fruit2O Natural - Raspberry,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,2838,3.79
ND00220,MiO Energy Liquid Water Enhancer - Black Cherry,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp (1/18 bottle),PB,48,3.79
ND00219,MiO Energy Liquid Water Enhancer - Green Thunder,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00218,MiO Fit Liquid Water Enhancer - Arctic Grape,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp (1/18 bottle),PB,48,3.79
ND00217,MiO Liquid Water Enhancer - Berry Pomegranate,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp (1/18 bottle),PB,48,3.79
ND00216,MiO Liquid Water Enhancer - Fruit Punch,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00215,MiO Liquid Water Enhancer - Lemonade,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00213,MiO Liquid Water Enhancer - Mango Peach,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00214,MiO Liquid Water Enhancer - Orange Tangerine,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00212,MiO Liquid Water Enhancer - Strawberry Watermelon,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00211,MiO Liquid Water Enhancer - Sweet Tea,0,0,0,Beverages,Flavored_Water,Null,0.5 tsp,PB,48,3.79
ND00227,Propel Zero- Nutrient Enhanced Water Beverage - Kiwi Strawberry,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00224,Propel Zero- Nutrient Enhanced Water Beverage - Lemon,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00225,Propel Zero- Nutrient Enhanced Water Beverage - Peach,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00221,Propel Zero- Water Beverage with Vitamins - Black Cherry,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00223,Propel Zero- Water Beverage with Vitamins - Grape ,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00226,Propel Zero- Water Beverage with Vitamins- Berry,0,0,0,Beverages,Flavored_Water,Null,1 bottle,PB,3000,4.29
ND00261,"Kool Aid Soft Drink Mix - Blue Raspberry Lemonade, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,6.2,0.2
ND00259,"Kool Aid Soft Drink Mix - Cherry, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,PB,3.6,0.2
ND00260,"Kool Aid Soft Drink Mix - Lemonade, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,6.5,0.2
ND00262,"Kool Aid Soft Drink Mix - Lemon-Lime, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,3.6,0.2
ND00264,"Kool Aid Soft Drink Mix - Peach Mango, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,4,0.2
ND00265,"Kool Aid Soft Drink Mix - Pink Lemonade, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,6.5,0.29
ND00266,"Kool Aid Soft Drink Mix - Strawberry, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,3.9,0.2
ND00267,"Kool Aid Soft Drink Mix- Grape, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,3.9,0.2
ND00268,"Kool Aid Soft Drink Mix -Tropical Punch, unsweetened",0,0,0,Beverages,Powdered_Mix,Null,1/8 package,SW,4.5,0.29
ND00282,"7-up, Cherry Flavored, diet ",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00283,"7-up, diet, caffeine free ",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00284,"A&W Cream Soda, diet ",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00285,"Barq's Root Beer, diet",0,0,0,Beverages,Soda,Null,12 fl oz (1 can),PB,4260,4.99
ND00286,"Canada Dry Ginger Ale, diet ",0,0,0,Beverages,Soda,Null,8 fl oz,PB,2000,1.99
ND00287,Coca Cola Zero,0,0,0,Beverages,Soda,Null,12 fl oz (1 can),PB,2000,1.99
ND00288,"Coke, diet",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00289,"Coke, diet, caffine free",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00290,"Dr. Pepper, diet ",0,0,0,Beverages,Soda,Null,12 fl oz,PB,2000,1.99
ND00292,"IBC Rootbeer, diet",0,0,0,Beverages,Soda,Null,1 bottle,SW,2100,3.38
ND00293,"Mountain Dew, diet",0,0,0,Beverages,Soda,Null,12 fl oz.,PB,2000,1.99
ND00294,"Pepsi, diet",0,0,0,Beverages,Soda,Null,12 fl oz,SW,2000,1.48
ND00295,"Pepsi, diet, caffeine free",0,0,0,Beverages,Soda,Null,12 fl oz,SW,2000,1.48
ND00296,"Publix Black Cherry Soda, diet",0,0,0,Beverages,Soda,Null,8 fl oz.,PB,2000,0.99
ND00297,"Publix Cola, diet",0,0,0,Beverages,Soda,Null,8 fl oz.,PB,2000,0.99
ND00298,"Publix Cola, diet, caffeine free ",0,0,0,Beverages,Soda,Null,8 fl oz.,PB,2000,0.99
ND00299,"Publix Soda - Lemon Lime, diet",0,0,0,Beverages,Soda,Null,8 fl oz.,PB,2000,0.99
ND00301,"Rite - Cola, diet, pure zero ",0,0,0,Beverages,Soda,Null,8 fl oz.,PB,2000,1
ND00304,Sprite Zero,0,0,0,Beverages,Soda,Null,12 fl oz.,PB,2000,1.99
ND00305,"Sunkist Soda, diet ",0,0,0,Beverages,Soda,Null,12 fl oz.,SW,2000,1.38
ND00331,Kraft Mild Cheddar Cheese (shredded),21.42857143,35.71428571,0,Dairy_and_Egg,Cheese,Cheddar,0.25 cup,PB,226,4.29
ND00330,Kraft Natural Mild Cheddar Cheese (block),21.42857143,35.71428571,0,Dairy_and_Egg,Cheese,Cheddar,1 oz.(1/8 pkg),PB,226,4.29
ND00343,Kraft Marbled Colby & High Moisture Monterey Jack Cheese (block),21.42857143,32.14285714,0,Dairy_and_Egg,Cheese,Colby-Jack,1 oz.,PB,226,4.29
ND00344,Kraft Monterey Jack Cheese (block),21.42857143,32.14285714,0,Dairy_and_Egg,Cheese,Colby-Jack,1 oz.,PB,226,4.29
ND00345,Land O' Lakes Snack'N Cheese To-Go Co-Jack Cheese (Natural Cheese),23.80952381,33.33333333,0,Dairy_and_Egg,Cheese,Colby-Jack,1 portion,PB,210,3.79
ND00588,"Polly-O Mozzarella Cheese-String, Low Moisture, Part Skim (Natural Cheese)",25,21.42857143,0,Dairy_and_Egg,Cheese,Mozzarella,1 stick,PB,340,4.79
ND01902,Danamark Swedish Fontina Cheese,28.57142857,28.57142857,0,Dairy_and_Egg,Cheese,Other,1 oz,SW,589.67008,11.02
ND01913,Jarlsberg Semi Soft Part-Skim Cheese,28.57142857,28.57142857,0,Dairy_and_Egg,Cheese,Other,1 oz. ,SW,1079.55,13.23
ND01919,Prima Donna Gouda - Style Aged Cheese,28.57142857,32.14285714,0,Dairy_and_Egg,Cheese,Other,1 oz,SW,444.5205,11.25
ND00404,"Kraft 100% Grated Parmesan Cheese (shaker, unrefrigerated)",40,30,0,Dairy_and_Egg,Cheese,Parmesan,2 tsp,PB,227,3.79
ND00405,Publix Parmesan Shredded Cheese ,40,30,0,Dairy_and_Egg,Cheese,Parmesan,2 tsp,PB,170,3.89
ND00412,Great Value Deli Style Sliced Swiss Cheese ,27.77777778,33.33333333,0,Dairy_and_Egg,Cheese,Swiss,1 slice,SW,198,2.47
ND00420,Organic Valley Heavy Whipping Cream (Ultra Pasteurized),0,40,0,Dairy_and_Egg,Cream,Null,1 tbsp,PB,473,3.59
ND01853,Land O Lakes Butter with Olive Oil (Plastic Box),0,71.42857143,0,Fats_and_Oils,Butter,Flavored,1 tbsp,PB,198,2.19
ND01855,Land O Lakes Light Butter-Sweet Cream Salted (Stick),0,42.85714286,0,Fats_and_Oils,Butter,Flavored,1 tbsp,PB ,453,N/A
ND00593,Olivio Spreadable Butter w/ Canola & Olive Oil (tub),0,71.42857143,0,Fats_and_Oils,Butter,Other,1 tbsp,PB,425,3.29
ND01850,Land O Lakes Fresh Buttery Taste-Spread (Plastic Box),0,57.14285714,0,Fats_and_Oils,Butter,Plain,1 tbsp,PB,425,2.57
ND00602,Land O' Lakes Salted Whipped Butter (tub),0,85.71428571,0,Fats_and_Oils,Butter,Plain,1 tbsp,PB,227,2.79
ND00616,Crisco Butter No Stick Cooking Spray,0,0,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Cooking_Spray,.33 sec. spray,WD,170,2.99
ND00617,I Can't Believe Its Not Butter Original Spray,0,0,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Cooking_Spray,1 spray,SW,340,3.78
ND00618,Pam Butter Flavor Cooking Spray,0,0,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Cooking_Spray,0.25 sec. spray,WD,141,2.99
ND00619,Pam Happy Baking No-Stick Cooking Spray ,0,0,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Cooking_Spray,.33 sec. spray,WD,141,2.99
ND00615,Publix Butter Flavored Cooking Spray ,0,0,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Cooking_Spray,.33 sec. spray ,PB,170,2.69
ND00620,Shedd's Spread Country Crock Original  51% Vegetable Oil Spread (tub),0,50,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Plain,1 tbsp,WD,425,2.79
ND00630,Benecol Spread 55% Vegetable Oil,0,57.14285714,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,227,4.89
ND00635,Fleischmann's Original- 65% Vegetable Oil Spread (stick),0,64.28571429,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,454,2.29
ND00632,Parkay Fresh & Creamy Squeeze 60% Vegetable Oil Spread,0,57.14285714,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,340,2.1
ND00634,Smart Balance Buttery Spread made with Extra Virgin Olive Oil 70% Vegetable Oil(tub),0,72.72727273,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,368,3.35
ND00639,Smart Balance Buttery Spread with Omega-3 (tub),0,69.23076923,0,Fats_and_Oils,Margarine_and_Margarine_Substitutes,Supplemented,1 tbsp,PB,425,3.35
ND00646,"Crisco Blends-A Blend of Canola, Sunflower & Soybean Oils",0,100,0,Fats_and_Oils,Oil,Canola,1 tbsp,PB,1410,3.99
ND00645,Crisco Canola Oil with Omega-3 DHA,0,100,0,Fats_and_Oils,Oil,Canola,1 tbsp,WM,473,2.98
ND00644,Crisco Pure Canola Oil,0,100,0,Fats_and_Oils,Oil,Canola,1 tbsp ,PB,3780,9.99
ND00647,Great Value Canola Oil,0,100,0,Fats_and_Oils,Oil,Canola,1 tbsp,SW,3780,N/A
ND00648,Publix Canola Oil ,0,100,0,Fats_and_Oils,Oil,Canola,1 tbsp.,PB,946,2.49
ND01914,Kelapo Extra Virgin Coconut Oil,0,100,0,Fats_and_Oils,Oil,Coconut,1 Tbsp,PB,414,11.79
ND00651,LouAna Coconut Oil,0,100,0,Fats_and_Oils,Oil,Coconut,1 tbsp,PB,887,5.79
ND01920,Publix Coconut Oil,0,100,0,Fats_and_Oils,Oil,Coconut,1 Tbsp,PB,857,5.99
ND00650,"Spectrum Naturals Organic Coconut Oil - Expeller Pressed, Refined",0,100,0,Fats_and_Oils,Oil,Coconut,1 tbsp,WD,414,7.89
ND00656,Pam Olive Oil No Stick Cooking Spray,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,0.25 sec. spray,PB,141,3.19
ND00654,Pam Organic Canola Oil Cooking Spray ,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,.2 sec. spray,PB,141,4.29
ND00657,Pam Organic Olive Oil No-Stick Cooking Spray,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,.2 sec. spray,PB,141,4.29
ND00653,Pam the Original No-Stick Cooking Spray made with Canola Oil Blend,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,0.25 sec. spray,PB,170,3.19
ND00655,Publix Canola Oil Cooking Spray ,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,.33 sec. spray,PB,170,2.69
ND00658,Publix Olive Oil Cooking Spray ,0,0,0,Fats_and_Oils,Oil,Cooking_Spray,.33 sec. spray,PB,170,2.69
ND00660,LouAna Pure Corn & Canola Oil,0,100,0,Fats_and_Oils,Oil,Corn,1 tbsp (14g),PB,1420,3.59
ND00661,Mazola Corn Oil,0,100,0,Fats_and_Oils,Oil,Corn,1 tbsp (14g),PB,473,2.69
ND00662,Mazola Corn Plus! (Blend of Corn and Canola Oils),0,100,0,Fats_and_Oils,Oil,Corn,1 tbsp,PB,1180,3.79
ND00663,Publix Corn Oil (100% Pure All-Natural),0,100,0,Fats_and_Oils,Oil,Corn,1 tbsp,PB,1420,3.15
ND00665,Barlean's Organic Oils Fresh Flax Oil,0,93.33333333,0,Fats_and_Oils,Oil,Flax,1 tbsp,WD,946,35.49
ND01862,Spectrum Safflower Oil,0,100,0,Fats_and_Oils,Oil,Null,1 Tbsp,WRD,946,7.99
ND00670,Bertolli Classico Olive Oil (Mild Taste),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,6.99
ND00672,Bertolli Extra Light Tasting Olive Oil (Delicate Taste ),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,6.99
ND00671,Bertolli Extra Virgin Olive Oil (Rich Taste),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,750,10.99
ND00687,Carrefour Olio Extra Vergine Di Oliva Delicato (Olive Oil),0,92,0,Fats_and_Oils,Oil,Olive,1 spoon (15 mL),I,1000,N/A
ND00673,Colavita Extra Virgin Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1tbsp,PB,250,18.79
ND00669,Filippo Berio Extra Light Tasting Olive Oil (for frying and baking),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,5.99
ND00668,Filippo Berio Extra Virgin Olive Oil (for dressing and marinating),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,6.99
ND00675,Great Value 100%  Extra Virgin Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,SW,502,3.96
ND00674,Great Value Pure Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,SW,502,3.86
ND00688,Olio extra vergine di oliva DELICATO,0,92,0,Fats_and_Oils,Oil,Olive,1 tsp,N/A,1000,N/A
ND00678,Pompeian Extra Light Tasting Olive Oil (Mild Flavor),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,946,12.99
ND00680,Pompeian Extra Virgin Olive Oil (Robust Flavor),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,946,13.89
ND00681,Pompeian OlivExtra Original,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,710,4.99
ND00677,Pompeian OlivExtra Premium Mediterranean Blend,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,SW,710,3.98
ND00679,Pompeian Organic Extra Virgin Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,710,6.99
ND00683,Publix Extra Virgin Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,3.73
ND00684,Publix Pure Italian Olive Oil,0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,4.79
ND00685,Vigo 100% Pure Olive Oil (Mild Taste),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,5.99
ND00686,Vigo Extra Virgin Olive Oil (Cold Pressed),0,93.33333333,0,Fats_and_Oils,Oil,Olive,1 tbsp,PB,500,5.99
ND00690,Hokan Chili Oil,0,92,0,Fats_and_Oils,Oil,Other,1 Tbsp,PB,185,4.39
ND00691,Hokan Stir Fry Oil (Wok Oil),0,92,0,Fats_and_Oils,Oil,Other,1 Tbsp,PB,185,4.95
ND00692,Carrefour Olio Di Semi Di Arachide (Peanut Oil),0,92.30769231,0,Fats_and_Oils,Oil,Peanut,1 spoon,I,1000,N/A
ND00693,Publix Peanut Oil (100% Pure),0,100,0,Fats_and_Oils,Oil,Peanut,1 tbsp,PB,946,4.49
ND00694,"Hain Safflower Oil - High Oleic 100% Expeller Pressed, Refined",0,100,0,Fats_and_Oils,Oil,Safflower,1 tbsp,WRD,946,8.19
ND00695,Hollywood Enriched Expeller Pressed Safflower Oil,0,100,0,Fats_and_Oils,Oil,Safflower,1 tbsp,PB,946,7.89
ND00697,Hain 100% Expeller Pressed Sesame Oil,0,93.33333333,0,Fats_and_Oils,Oil,Sesame,1 tbsp,PB,375,9.65
ND00696,Hokan Sesame Oil 100% Pure,0,100,0,Fats_and_Oils,Oil,Sesame,1 tbsp,PB,207,5.19
ND00698,Kame Blended All-Natural Sesame Oil,0,100,0,Fats_and_Oils,Oil,Sesame,1 tbsp,PB,207,5.99
ND00704,Crisco Pure Vegetable Oil ,0,100,0,Fats_and_Oils,Oil,Vegetable,1 tbsp,SW,473,1.98
ND00705,Mazola Vegetable Plus! (Blend of Vegetable and Canola Oils),0,100,0,Fats_and_Oils,Oil,Vegetable,1 tbsp,PB,1180,3.79
ND00706,Publix Vegetable Oil,0,100,0,Fats_and_Oils,Oil,Vegetable,1 tbsp,PB,1890,4.59
ND00708,"Spectrum Walnut Oil - Expeller Pressed, Refined ",0,100,0,Fats_and_Oils,Oil,Walnut,1 tbsp,WF,473,6.79
ND00721,MCT Oil,0,93.33333333,0,Formulas,Fat,Null,1 tbsp,I,5676,399.99
ND00715,Vitaflo Betaquik,0,21,0,Formulas,Fat,Null,"100mL, one carton is 250 mL",I,4500,price unavailable now (YZ-09/24/2015)
ND00714,Vitaflo Carb Zero,0,20,0,Formulas,Fat,Null,one carton is 250 mL,I,250,price unavailable now (YZ-09/24/2015)
ND00745,Complete Amino Acid Mix,82,0,0,Formulas,Protein,Null,100,I,1200,612
ND00855,Clabber Girl Baking Powder,0,0,0,Grains,Baking_Powder_and_Cornstarch,Bakin_Powder,1/8 tsp,SW,230,1.44
ND00854,Rumford Reduced Sodium Premium Aluminum-Free Baking Powder,0,0,0,Grains,Baking_Powder_and_Cornstarch,Bakin_Powder,1/8 tbsp,PB,113,1.49
ND00857,Arm and Hammer Pure Baking Soda,0,0,0,Grains,Baking_Powder_and_Cornstarch,Baking_Soda,1/8 tsp,SW,227,0.5
ND01868,Publix Fresh Sausage in Natural Pork Casing -Mild Italian Turkey,24.41860465,9.302325581,0,Meats,Bacon_and_Sausage,Fresh_Sausage,1 cooked link,PB,566,6.29
ND00979,Great Value Lower Sodium Bacon,29.41176471,41.17647059,0,Meats,Bacon_and_Sausage,Pork_Bacon,2 fried slices,SW,454,4.33
ND00963,Gwaltney Beef Bacon ,40,30,0,Meats,Bacon_and_Sausage,Pork_Bacon,2 fried slices,WD,340,4.79
ND00971,Hormel Black Label Bacon Thick Cut,33.33333333,37.5,0,Meats,Bacon_and_Sausage,Pork_Bacon,2 pan fried slices,PB,454,8.69
ND00977,Lyke's Hardwood Smoked Bacon,33.33333333,40,0,Meats,Bacon_and_Sausage,Pork_Bacon,3 fried slices,SW,340,3.44
ND00989,Oscar Mayer Naturally Hardwood Smoked Bacon,31.57894737,42.10526316,0,Meats,Bacon_and_Sausage,Pork_Bacon,2 skillet cooked slices,PB,454,7.79
ND00973,Publix Naturally Hickory Smoked Lower Sodium Bacon-No Sugar Added,11.42857143,11.42857143,0,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice,PB,454,5.99
ND00969,Publix Naturally Hickory Smoked Original Bacon-Sugar Cured,36.36363636,36.36363636,0,Meats,Bacon_and_Sausage,Pork_Bacon,1 fried slice,PB,454,5.99
ND01020,Jones Golden Brown All Natural Fully Cooked Sausage - Mild (patties) (frozen),12.12121212,36.36363636,0,Meats,Bacon_and_Sausage,Prepared_Sausage,1 patty,PB,198,2.69
ND01031,Butterball Everyday Turkey Bacon Smoked Cured Dark and White Turkey,14.28571429,14.28571429,0,Meats,Bacon_and_Sausage,Turkey_Bacon,1 slice,PB,340,2.99
ND01055,"Beef, rib eye steak, boneless, lip-on, separable lean only, trimmed to 1/8"" fat, all grades, cooked, grilled",27.97,10.57,0,Meats,Beef,Steak,85g=3 oz / 291g=1 steak,PB,454,8.99
ND01065,Boar's Head London Broil Cap-Off Top Round Oven Roasted Beef,21.42857143,5.357142857,0,Meats,Luncheon_Meats,Beef,2 oz. (56 g),I,454,13.49
ND01079,Boar's Head Golden Classic Oven Roasted Chicken Breast,23.21428571,1.785714286,0,Meats,Luncheon_Meats,Chicken,2 oz.,I,454,9.59
ND01127,Bridgford Pepperoni,21.42857143,42.85714286,0,Meats,Luncheon_Meats,Pepperoni,18 slices,PB,141,3.33
ND01128,Bridgford Thick Sliced Pepperoni,21.42857143,42.85714286,0,Meats,Luncheon_Meats,Pepperoni,7 slices ,PB,141,3.33
ND01139,Hormel Natural Choice Uncured Hard Salami,21.42857143,35.71428571,0,Meats,Luncheon_Meats,Salami,4 slices (28g),SW,198,3.47
ND01142,Armour Potted Meat (made with chicken and pork) ,14.11764706,17.64705882,0,Meats,Luncheon_Meats,Spam,1 can ,PB ,85,0.55
ND01153,Boar's Head Ovengold Roast Breast of Turkey,23.21428571,1.785714286,0,Meats,Luncheon_Meats,Turkey,2 oz. = 56 g,I,454,10.69
ND01177,Golden Flake Old Fashioned Fried Pork Skins Chicharrones,64.28571429,35.71428571,0,Meats,Pork,Null,0.5 oz,PB,92.1,1.99
ND01178,"Great Value Chunk Chicken Breast, fully cooked, with rib meat, in water (canned)",16.07142857,1.785714286,0,Meats,Poultry,Chicken_Breast,2 oz,SW,142,0.98
ND01183,Perdue Fit N' Easy Thin Sliced Skinless and Boneless Chicken Breast (raw),23.21428571,1.785714286,0,Meats,Poultry,Chicken_Breast,4oz raw (3oz cooked),PB,662.2449,9.48
ND01182,Tyson All Natural Boneless Skinless Chicken Breast (With Rib Meat) (frozen) ,20.53571429,2.232142857,0,Meats,Poultry,Chicken_Breast,4 oz,PB,1814,14.29
ND01196,"Ground turkey, 85% lean, 15% fat, raw",16.9,12.54,0,Meats,Poultry,Ground_Turkey,"85g=1 patty,  (cooked from 4 oz raw) / 28.35g=1 oz",SW,566.990462,3.94
ND01197,Jennie-O Ground Turkey 85/15 (roll package),16.96428571,15.17857143,0,Meats,Poultry,Ground_Turkey,4 oz,SW,454,2.96
ND01201,Tyson Premium Chunk Chicken in water (canned),17.85714286,4.464285714,0,Meats,Poultry,Other,2 oz (56 g),PB,354,3
ND01202,Tyson Premium Chunk White Chicken in water (canned),23.21428571,1.785714286,0,Meats,Poultry,Other,2 oz,SW,354,2.78
ND01200,Tyson Premium Grilled Chunk White Chicken in water (canned),19.64285714,1.785714286,0,Meats,Poultry,Other,2 oz,SW,280,2.78
ND01295,Duke's Real Mayonnaise,0,85.71428571,0,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp,SW,473,2.62
ND01298,Hellmann's Real Mayonnaise,0,76.92307692,0,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp,SW,443,3.47
ND01299,Kraft Mayo Real Mayonnaise,0,76.92307692,0,Sauces_Soups_Condiments_Dressing,Condiments,Mayonnaise,1 Tbsp,SW,354,2.58
ND01303,French's Classic Yellow Mustard ,0,0,0,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,SW,226,1.24
ND01307,Publix Yellow Mustard,0,0,0,Sauces_Soups_Condiments_Dressing,Condiments,Mustard,1 tsp,PB,227,0.89
ND01312,Heinz All Natural Apple Cider Vinegar,0,0,0,Sauces_Soups_Condiments_Dressing,Dressings,Apple_Cider_Vinegar,1 tbsp,PB,473,1.59
ND01313,Heinz Unfiltered All Natural Apple Cider Vinegar,0,0,0,Sauces_Soups_Condiments_Dressing,Dressings,Apple_Cider_Vinegar,1 tbsp,WM,946,4.24
ND01314,Publix Apple Cider Vinegar,0,0,0,Sauces_Soups_Condiments_Dressing,Dressings,Apple_Cider_Vinegar,1 tbsp,PB,946,1.75
ND01315,White House Apple Cider Vinegar 100% All Natural,0,0,0,Sauces_Soups_Condiments_Dressing,Dressings,Apple_Cider_Vinegar,1 tbsp,SW,946,1.84
ND01329,Ken's Steak House Dressing and Marinade - Italian,0,58.62068966,0,Sauces_Soups_Condiments_Dressing,Dressings,Italian,2 Tbsp,SW,473,2.36
ND01355,Publix White Distilled Vinegar,0,0,0,Sauces_Soups_Condiments_Dressing,Dressings,White,1 tbsp,PB,946,1.39
ND01424,Vigo Flat Fillets of Anchovies in Pure Olive Oil,20,10,0,Seafood,Finfish,Other,6 fillets,PB,56.7,1.99
ND01432,Bumble Bee Skinless and Boneless Pink Salmon (canned),21.42857143,2.678571429,0,Seafood,Finfish,Salmon,about 0.25 cup drained (2oz),PB,142,1.85
ND01428,Royal Pink Wild Alaska Pink Salmon (canned),19.04761905,7.936507937,0,Seafood,Finfish,Salmon,0.25 cup,PB,418,2.79
ND01447,Bumble Bee Premium Light Tuna in Water 2.5 oz. (vacuum packed),22.53521127,1.408450704,0,Seafood,Finfish,Tuna,1 pouch,PB,71,1.19
ND01451,Chicken of the Sea Solid White Albacore Tuna in Water (canned) ,23.21428571,1.785714286,0,Seafood,Finfish,Tuna,0.25 cup drained,PB,142,1.43
ND01452,Starkist Chunk Light Tuna in Sunflower Oil (vacuum packed),21.42857143,12.5,0,Seafood,Finfish,Tuna,2 oz. or 0.25 cup,PB,181,2.99
ND01448,Starkist Chunk Light Tuna in Water (vacuum packed),22.97297297,0.675675676,0,Seafood,Finfish,Tuna,1 pouch,PB,74,1.49
ND01444,Starkist Soild White Albacore Tuna in Water (canned),21.42857143,0.892857143,0,Seafood,Finfish,Tuna,0.25 cup drained,PB,142,1.67
ND01456,Bumble Bee Premium Select Fancy Lump Crabmeat (canned),16.07142857,0.892857143,0,Seafood,Shellfish,Crab,0.25 cup drained,PB,170,5.39
ND01466,Colgin Liquid Smoke- Natural Hickory Original Recipe ,0,0,0,Spices_and_Herbs,Seasonings,Null,1 tsp. ,PB,118,1.99
ND01467,Everglades Seasoning- All Purpose Seasoning,0,0,0,Spices_and_Herbs,Seasonings,Null,1 g,SW,227,4.68
ND01468,Goya Ham Flavored Concentrate,0,0,0,Spices_and_Herbs,Seasonings,Null,0.25 packet,PB,40,1.19
ND01470,Lawry's Garlic Salt - Coarse Ground with Parsley ,0,0,0,Spices_and_Herbs,Seasonings,Null,0.25 tsp,PB,170,2.45
